Basin,Geounit,Country,FacilityNamewithFacilityID,BusinessLine,ModelID,SerialNo,CalibrationFrequencyinMonth,DateofLastCalibrationTest,CalibrationComplianceIndicator,LeakTestFrequencyinMonth,DateofLastLeakTest,LeakTestComplianceIndicator,LastLeakTestResultRecorded,LeakTestResultComplianceIndicator,ConfirmationInventoryFrequency,Dateoflastconfirmationinvtest,Dateofnextconfirmationinvtest,PhotoInventoryFrequency,DateofLastPhotoInvtest,DateofNextPhotoInvtest,ConfirmationPhotoComplianceIndicator,Located,PhysicalLocation,PAUControlSite
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A3268,,(No Record),Non Compliance,12 Month,2023-03-07,Compliance,2023-03-21,Compliance,3Month,2023-03-07,2023-06-07,12Month,2023-03-07,2024-03-07,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3131,,(No Record),Non Compliance,12 Month,2023-03-09,Compliance,2023-03-16,Compliance,3Month,2023-03-09,2023-06-09,12Month,2023-03-09,2024-03-09,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3187,,(No Record),Non Compliance,12 Month,2023-02-27,Compliance,2023-03-03,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-11-21,2023-11-21,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3296,,(No Record),Non Compliance,12 Month,2022-02-14,Non Compliance,2022-05-04,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-02-14,2023-02-14,Non Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3373,,(No Record),Non Compliance,12 Month,2023-01-19,Compliance,2023-01-24,Compliance,3Month,2023-01-19,2023-04-19,12Month,2023-01-19,2024-01-19,Action Needed,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,A265,,(No Record),Non Compliance,12 Month,2022-12-29,Compliance,2023-03-22,Compliance,3Month,2023-03-20,2023-06-20,12Month,2022-12-29,2023-12-29,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1220,,(No Record),Non Compliance,12 Month,2023-01-05,Compliance,2023-01-23,Compliance,3Month,2023-01-05,2023-04-05,12Month,2023-01-05,2024-01-05,Critical,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1221,,(No Record),Non Compliance,12 Month,2022-11-23,Compliance,2023-01-08,Compliance,3Month,2023-01-08,2023-04-08,12Month,2022-11-23,2023-11-23,Critical,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1223,,(No Record),Non Compliance,12 Month,2022-06-20,Compliance,2022-08-26,Compliance,3Month,2023-02-12,2023-05-12,12Month,2022-06-20,2023-06-20,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1337,,(No Record),Non Compliance,12 Month,2023-02-27,Compliance,2023-03-03,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-11-21,2023-11-21,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-T,Q1116,,(No Record),Non Compliance,12 Month,2023-02-21,Compliance,2023-03-22,Compliance,3Month,2023-02-21,2023-05-21,12Month,2023-02-21,2024-02-21,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-T,Q1157,,(No Record),Non Compliance,12 Month,2023-03-07,Compliance,2023-03-21,Compliance,3Month,2023-03-07,2023-06-07,12Month,2023-03-07,2024-03-07,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1148,,(No Record),Non Compliance,12 Month,2022-12-19,Compliance,2022-12-28,Compliance,3Month,2022-12-19,2023-03-19,12Month,2022-12-19,2023-12-19,Non Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1187,,(No Record),Non Compliance,12 Month,2022-02-14,Non Compliance,2022-05-04,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-02-14,2023-02-14,Non Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1309,,(No Record),Non Compliance,12 Month,2023-01-19,Compliance,2023-01-24,Compliance,3Month,2023-01-19,2023-04-19,12Month,2023-01-19,2024-01-19,Action Needed,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,U034,,(No Record),Non Compliance,12 Month,2023-03-09,Compliance,2023-03-16,Compliance,3Month,2023-03-09,2023-06-09,12Month,2023-03-09,2024-03-09,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8319-50804,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8399-51819,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-12,2023-08-12,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8457-50787,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8600-50811,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-06-09,2023-06-09,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8829-50563,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8840-50603,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8955-51864,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8956-51922,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-23,2023-05-23,12Month,2022-06-17,2023-06-17,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8292-51574,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8579-51686,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8657-51712,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8846-51713,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8864-50705,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8336-52076,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8338-52071,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-09-09,2023-09-09,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8426-52244,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2023-03-23,2024-03-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8596-52069,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-21,2023-06-21,12Month,2023-03-21,2024-03-21,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8655-52118,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-07,2023-05-07,12Month,2023-02-09,2024-02-09,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB-R,8768-52121,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-08-31,2023-08-31,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RAM-BB,259074,12 Month,2022-04-05,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,meters back to service,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,50086,12 Month,2022-12-01,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70208,12 Month,2022-12-01,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70226,12 Month,2022-05-30,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70268,12 Month,2022-05-30,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70276,12 Month,2022-08-10,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70316,12 Month,2022-08-10,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,70336,12 Month,2022-12-01,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,80398,12 Month,2022-03-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,90586,12 Month,2023-01-04,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,meters back to service,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,110697,12 Month,2022-08-10,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,110758,12 Month,2022-05-30,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RMM-CA,120809,12 Month,2022-08-19,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RPED-AB,1112572,12 Month,2022-03-24,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,meters back to service,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RPED-AB,2142461,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,60170,12 Month,2022-05-31,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,60171,12 Month,2022-08-12,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,60287,12 Month,2022-08-04,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,70136,12 Month,2022-05-31,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,70208,12 Month,2022-03-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,90192,12 Month,2022-03-20,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,112720,12 Month,2022-12-15,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,123415,12 Month,2022-12-01,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,149072,12 Month,2022-12-15,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,RSM-BABG,149139,12 Month,2022-12-15,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,SM-GRN L2363,298861,12 Month,2022-04-05,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,meters back to service,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GPV-V|4739,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2019-04-25,(Not Applicable),,2013-11-06,(Not Applicable),Not Applicable,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GPV-V|4762,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2019-04-25,(Not Applicable),,2015-04-18,(Not Applicable),Not Applicable,Beach_OH_Rack,Job,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|3739,,(No Record),Non Compliance,12 Month,2022-10-25,Compliance,2023-03-09,Compliance,3Month,2022-10-25,2023-01-25,12Month,2022-12-03,2023-12-03,Non Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|4702,,2015-05-09,Non Compliance,12 Month,2022-10-25,Compliance,2022-12-28,Compliance,3Month,2023-03-09,2023-06-09,12Month,2022-12-03,2023-12-03,Compliance,AUMB_Shop,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|4739,,(No Record),Non Compliance,12 Month,2022-10-25,Compliance,2023-03-09,Compliance,3Month,2022-10-25,2023-01-25,12Month,2022-03-13,2023-03-13,Non Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|4762,,2013-09-09,Non Compliance,12 Month,2022-12-29,Compliance,2023-03-09,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,Beach_OH_Rack,Job,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|A5334,,2013-09-09,Non Compliance,12 Month,2022-10-25,Compliance,2023-03-09,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,AUMB_Shop,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-J|A5596,,(No Record),Non Compliance,12 Month,2022-10-25,Compliance,2023-03-09,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,AUMB_Shop,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-U|2001,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-09,2023-06-09,12Month,2022-10-01,2023-10-01,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-Y|079-55,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-26,2023-05-26,12Month,2022-11-20,2023-11-20,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,GSR-Y|080-22,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-09,2023-06-09,12Month,2022-10-01,2023-10-01,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NPV-CF|1100,,2013-09-13,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2019-04-25,(Not Applicable),,2014-02-27,(Not Applicable),Not Applicable,AUMB_Shop,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NPV-CF|659,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2019-04-25,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NPV-CF|G5136,,2014-10-27,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2019-04-25,(Not Applicable),,2014-09-05,(Not Applicable),Not Applicable,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NSR-F|659,,2001-05-04,Non Compliance,12 Month,2022-10-25,Compliance,2023-03-09,Compliance,3Month,2022-10-25,2023-01-25,12Month,2022-12-03,2023-12-03,Non Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NSR-F|A1100,,2013-09-13,Non Compliance,12 Month,2022-12-31,Compliance,2022-12-31,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,AUMB_Shop,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NSR-F|A1554,,2015-01-25,Non Compliance,12 Month,2022-10-08,Compliance,2022-12-28,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,AUMB_Rack E,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NSR-FC|G5136,,2014-10-27,Non Compliance,12 Month,2022-11-23,Compliance,2023-01-04,Compliance,3Month,2023-03-27,2023-06-27,12Month,2023-03-27,2024-03-27,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,NSR-FC|G5395,,(No Record),Non Compliance,12 Month,2022-10-23,Compliance,2022-12-28,Compliance,3Month,2023-03-09,2023-06-09,12Month,2022-12-03,2023-12-03,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Moomba WL Operating Base - 1603,RPE,,PNG-HB|3091-51401,,2017-12-19,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-26,2023-05-26,12Month,2022-11-15,2023-11-15,Compliance,RA Pits,Shop,AUMOO-WLES
ASIA-ASIA,APG,Australia,Newburn Base - 1839,RPE,,GGLS-CA|A2436,,2011-09-24,Non Compliance,12 Month,2022-10-27,Compliance,2022-11-15,Compliance,3Month,2022-12-29,2023-03-29,12Month,2022-10-27,2023-10-27,Critical,RA PIT AREA JK,Shop,AUPER-WLES
ASIA-ASIA,APG,Australia,Newburn Base - 1839,RPE,,GPV-UZ|AJ1000,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2021-11-01,(Not Applicable),,2017-03-13,(Not Applicable),Not Applicable,RA PIT AREA JK,Shop,AUPER-WLES
ASIA-ASIA,APG,Australia,Newburn Base - 1839,RPE,,GSR-J|3790,,(No Record),Non Compliance,12 Month,2022-11-21,Compliance,2022-12-07,Compliance,3Month,2022-12-29,2023-03-29,12Month,2022-11-21,2023-11-21,Critical,RA PIT AREA JK,Shop,AUPER-WLES
ASIA-ASIA,APG,Australia,Newburn Base - 1839,RPE,,GSR-J|3828,,2006-11-30,Non Compliance,12 Month,2022-11-21,Compliance,2022-12-07,Compliance,3Month,2022-12-29,2023-03-29,12Month,2022-11-21,2023-11-21,Critical,RA PIT AREA JK,Shop,AUPER-WLES
ASIA-ASIA,APG,Australia,Newburn Base - 1839,RPE,,GSR-J|3831,,(No Record),Non Compliance,12 Month,2022-11-21,Compliance,2022-12-07,Compliance,3Month,2022-12-29,2023-03-29,12Month,2022-11-21,2023-11-21,Critical,RA PIT AREA JK,Shop,AUPER-WLES
