Basin,Geounit,Country,FacilityNamewithFacilityID,BusinessLine,ModelID,SerialNo,CalibrationFrequencyinMonth,DateofLastCalibrationTest,CalibrationComplianceIndicator,LeakTestFrequencyinMonth,DateofLastLeakTest,LeakTestComplianceIndicator,LastLeakTestResultRecorded,LeakTestResultComplianceIndicator,ConfirmationInventoryFrequency,Dateoflastconfirmationinvtest,Dateofnextconfirmationinvtest,PhotoInventoryFrequency,DateofLastPhotoInvtest,DateofNextPhotoInvtest,ConfirmationPhotoComplianceIndicator,Located,PhysicalLocation,PAUControlSite
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,,PNG-GC|7031-50862,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-13,2023-06-13,12Month,2022-09-20,2023-09-20,Compliance,CNOS-NH4,Job,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,,SM|147332,12 Month,2023-02-28,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,CNOS-LAB,,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,,SM|180221,12 Month,2022-10-17,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,,SM|190282,12 Month,2022-11-03,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,CNOS-LAB,,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,,STB-CDRB10276_CS_9|PF-754,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-13,2023-06-13,,(No Record),(Not Applicable),Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-A3916_CS_9,5|E7-569,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-13,2023-06-13,,(No Record),(Not Applicable),Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-A3916_CS_9,5|E7-570,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-13,2023-06-13,,(No Record),(Not Applicable),Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-CDRB10275_CS_0,6|PA-143,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-13,2023-06-13,,(No Record),(Not Applicable),Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-IND1402_CS_0,4|P7-647,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-11-08,2023-02-08,,(No Record),(Not Applicable),Non Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-IND1402_CS_0,4|P7-649,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-11-08,2023-02-08,,(No Record),(Not Applicable),Non Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-IND1402_CS_0,4|Q2-265,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-11-08,2023-02-08,,(No Record),(Not Applicable),Non Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPE,STB-IND1402_CS_0,4|S1-745,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-11-08,2023-02-08,,(No Record),(Not Applicable),Non Compliance,CNOS-PIT-1,Shop,CNSNZ-WLES
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-B|BA133,182.05,,(No Record),Non Compliance,36 Month,2021-09-28,Compliance,2021-12-24,Compliance,3Month,2023-02-13,2023-05-13,12Month,2022-11-18,2023-11-18,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-D|061,4/080.12,,(No Record),Non Compliance,36 Month,2021-09-28,Compliance,2021-12-24,Compliance,3Month,2023-02-01,2023-05-01,12Month,2022-10-26,2023-10-26,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-D|061,4/081.12,,(No Record),Non Compliance,36 Month,2021-09-30,Compliance,2022-03-03,Compliance,3Month,2023-02-13,2023-05-13,12Month,2022-11-08,2023-11-08,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-D|061,4/096.12,,(No Record),Non Compliance,36 Month,2021-09-16,Compliance,2021-12-24,Compliance,3Month,2023-02-01,2023-05-01,12Month,2023-02-01,2024-02-01,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-D|061,4/200.11,,(No Record),Non Compliance,36 Month,2021-09-28,Compliance,2021-12-24,Compliance,3Month,2023-03-07,2023-06-07,12Month,2022-11-18,2023-11-18,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,Shekou Oilfield Services Base - 2171,RPI,VXBS-D|061,4/213.11,,(No Record),Non Compliance,36 Month,2021-09-16,Compliance,2021-12-24,Compliance,3Month,2023-02-01,2023-05-01,12Month,2023-02-01,2024-02-01,Compliance,SHOP,Shop,CNSHK-TSW
ASIA-ASIA,CHG,China,XiQing Product Center - 2353,WPRS,SM,305063,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,XPC_Cold_Stack,Shop,CNLX-ART1
ASIA-ASIA,CHG,China,XiQing Product Center - 2353,WPRS,SM,544895,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,XPC_Cold_Stack,Shop,CNLX-ART1
ASIA-ASIA,CHG,China,XiQing Product Center - 2353,WPRS,SM,FLUKE-1447,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,XPC_Cold_Stack,Shop,CNLX-ART1
ASIA-ASIA,CHG,China,XiQing Product Center - 2353,WPRS,SM,FLUKE-726,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,XPC_Cold_Stack,Shop,CNLX-ART1
ASIA-ASIA,CHG,China,XiQing Product Center - 2353,WPRS,SM,Ohm_20,12 Month,(No Record),Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,XPC_Cold_Stack,Shop,CNLX-ART1
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GPV-UZ|A3221,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2021-01-27,(Not Applicable),,2014-05-20,(Not Applicable),Not Applicable,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GPV-V|4752,,2022-12-08,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2020-08-12,(Not Applicable),,2013-09-09,(Not Applicable),Not Applicable,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-J|3856,,2007-10-04,Non Compliance,12 Month,2022-06-13,Compliance,2022-10-05,Compliance,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-J|4752,,2022-12-08,Non Compliance,12 Month,2022-06-15,Compliance,2022-06-24,Compliance,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-J|A5641,,(No Record),Non Compliance,12 Month,2022-11-16,Compliance,2021-12-03,Non Compliance,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-U|1000,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-U|1008,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-U|1454,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-U|366,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-U|998,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-Y|01/19,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-Y|079-92,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-12-08,2023-03-08,12Month,2022-06-03,2023-06-03,Non Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-Y|1005,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,GSR-Z|A3221,,(No Record),Non Compliance,12 Month,2023-02-28,Compliance,2023-03-17,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NNLS-AFR|G5397,,(No Record),Non Compliance,12 Month,2022-11-24,Compliance,2022-12-06,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NNLS-EWA|FTC-CF-8555,,(No Record),Non Compliance,12 Month,2022-05-16,Compliance,2022-05-30,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NPV-UF|G5229,,2022-12-08,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2017-06-02,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NSR-F|G5397,,(No Record),Non Compliance,12 Month,2022-11-24,Compliance,2022-12-06,Compliance,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NSR-FX|G5160,,2007-08-01,Non Compliance,12 Month,2022-05-16,Compliance,2022-05-30,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NSR-FX|G5228,,(No Record),Non Compliance,12 Month,2022-11-24,Compliance,2022-12-06,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,NSR-FX|G5229,,2022-12-08,Non Compliance,12 Month,2022-05-16,Compliance,2022-05-30,Compliance,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-AA|1269-52116,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-06,2023-06-06,12Month,2023-03-06,2024-03-06,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-AA|1323-52160,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-06,2023-06-06,12Month,2023-03-06,2024-03-06,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-BA|5127-52409,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-BA|5300-52388,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-HB|3146-52154,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-HB|3148-52210,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,12Month,2023-02-28,2024-02-29,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|202D0687,12 Month,2022-04-20,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05215,12 Month,2022-07-04,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_JPOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05231,12 Month,2022-04-20,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05833,12 Month,2022-07-04,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_JPOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,WCM,GSR-D,63/14,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-03,2023-06-03,12Month,2022-05-25,2023-05-25,Compliance,,Shop,ASIA-CHG-JAPTLM
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-J|4797,,(No Record),Non Compliance,12 Month,2022-11-07,Compliance,2022-11-21,Compliance,3Month,2023-02-23,2023-05-23,12Month,2022-11-07,2023-11-07,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-J|A5629,,(No Record),Non Compliance,12 Month,2022-05-20,Compliance,2022-06-14,Compliance,3Month,2023-02-23,2023-05-23,12Month,2022-11-07,2023-11-07,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-Y|079-61,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-21,2023-05-21,12Month,2022-11-07,2023-11-07,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,NSR-F|2064,,2005-11-15,Non Compliance,12 Month,2022-11-07,Compliance,2022-11-21,Compliance,3Month,2023-02-23,2023-05-23,12Month,2022-11-07,2023-11-07,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,NSR-GB|4262,,(No Record),Non Compliance,12 Month,2022-11-07,Compliance,2022-11-21,Compliance,3Month,2023-02-23,2023-05-23,12Month,2023-02-23,2024-02-23,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,PNG-AA|1372-50694,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-12,2023-04-12,12Month,2022-10-17,2023-10-17,Critical,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,PNG-AA|1377-7266,,2015-09-08,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-12,2023-04-12,12Month,2022-10-17,2023-10-17,Critical,CPC_Basket,Shop Contract-Rental,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,SM|178560,12 Month,2022-03-28,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,SM|R04174,12 Month,2022-12-13,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,GSS,XRD-BTX,8610/0071,,(No Record),Non Compliance,12 Month,2022-12-12,Compliance,2022-12-12,Compliance,3Month,2022-12-13,2023-03-13,12Month,2022-12-13,2023-12-13,Non Compliance,,Shop,Jakarta (TLM)
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GCJ001|184,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-12-26,2023-03-26,12Month,2022-06-28,2023-06-28,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-AMNCK|2295-CW,,(No Record),Non Compliance,12 Month,2022-10-29,Compliance,"27-Jan-2023
(Due by Date)",Non Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-AMNCK|77430B,,(No Record),Non Compliance,12 Month,2022-10-29,Compliance,2022-10-29,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-E|2139,,(No Record),Non Compliance,12 Month,2022-05-25,Compliance,2022-08-31,Compliance,3Month,2023-02-27,2023-05-27,12Month,2023-02-27,2024-02-27,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|3811,,2006-07-19,Non Compliance,12 Month,2022-05-27,Compliance,2022-08-31,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-03-29,2023-03-29,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|3837,,(No Record),Non Compliance,12 Month,2022-06-28,Compliance,2022-09-27,Compliance,3Month,(No Record),2023-03-28,12Month,2022-06-28,2023-06-28,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4785,,(No Record),Non Compliance,12 Month,2022-07-30,Compliance,2022-10-31,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4789,,(No Record),Non Compliance,12 Month,2022-07-29,Compliance,2022-10-31,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4815,,(No Record),Non Compliance,12 Month,2022-11-28,Compliance,2022-11-28,Compliance,3Month,2023-02-24,2023-05-24,12Month,2023-02-24,2024-02-24,Compliance,PTMN-LBK,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|6737,,(No Record),Non Compliance,12 Month,2022-05-27,Compliance,2022-08-31,Compliance,3Month,(No Record),2023-03-28,12Month,2022-12-26,2023-12-26,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|6935,,(No Record),Non Compliance,12 Month,2022-05-27,Compliance,2022-08-31,Compliance,3Month,(No Record),2023-03-28,12Month,2022-12-26,2023-12-26,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|869,,(No Record),Non Compliance,12 Month,2022-06-28,Compliance,2022-09-28,Compliance,3Month,(No Record),2023-03-28,12Month,2022-12-26,2023-12-26,Non Compliance,ELNUSA TANJUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5297,,2010-02-28,Non Compliance,12 Month,2022-05-27,Compliance,2022-08-31,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5335,,(No Record),Non Compliance,12 Month,2022-05-27,Compliance,2022-08-31,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-07-30,2023-07-30,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5341,,2013-09-09,Non Compliance,12 Month,2022-05-25,Compliance,2022-08-31,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-08-29,2023-08-29,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5345,,2011-09-23,Non Compliance,12 Month,2022-10-29,Compliance,2022-10-29,Compliance,3Month,2023-01-27,2023-04-27,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5346,,2008-03-19,Non Compliance,12 Month,2022-04-22,Action Needed,2022-07-30,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5378,,(No Record),Non Compliance,12 Month,2022-04-22,Action Needed,2022-07-30,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-10-29,2023-10-29,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5513,,2015-06-18,Non Compliance,12 Month,2022-06-30,Compliance,2022-09-27,Compliance,3Month,2023-01-20,2023-04-20,12Month,2022-07-18,2023-07-18,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
