Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|9710073,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,Exxon-A,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|JAO-2,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Z|A2316,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,26-Dec-22,26-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Z|A3178,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,26-Dec-22,26-Mar-23,12Month,27-Sep-22,27-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NPV-CF|508,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,24-Feb-23,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,PRABU BASE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|1066,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|1291,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|1456,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2120,,28-Nov-08,Non Compliance,12 Month,29-Aug-22,Compliance,28-Nov-22,Compliance,3Month,1-Mar-23,1-Jun-23,12Month,27-Feb-23,27-Feb-24,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2159,,8-Nov-08,Non Compliance,12 Month,22-Apr-22,Action Needed,30-Jul-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2198,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,20-Jan-23,20-Jan-24,Action Needed,ELNUSA SEMBAKUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2390,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,26-Oct-22,26-Oct-23,Action Needed,SPA-122,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2444,,(No Record),Non Compliance,12 Month,30-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Mar-22,29-Mar-23,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|247,,19-Feb-08,Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,29-Mar-22,29-Mar-23,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2474,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,23-Aug-22,23-Aug-23,Compliance,EMP-MALACA,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|2544,,28-Feb-10,Non Compliance,12 Month,30-Jul-22,Compliance,31-Oct-22,Compliance,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|393,,12-Jan-10,Non Compliance,12 Month,30-Jun-22,Compliance,27-Sep-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|416,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|428,,19-Mar-08,Non Compliance,12 Month,27-Sep-22,Compliance,27-Dec-22,Compliance,3Month,26-Dec-22,26-Mar-23,12Month,29-Mar-22,29-Mar-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|453,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA TANJUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|508,,3-Nov-07,Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,29-Mar-22,29-Mar-23,Critical,PRABU BASE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|538,,(No Record),Non Compliance,12 Month,29-Aug-22,Compliance,28-Nov-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|612,,3-Nov-07,Non Compliance,12 Month,27-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,27-Jul-22,27-Jul-23,Action Needed,PLD-001,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-F|G5295,,18-Jun-15,Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-FC|G5260,,(No Record),Non Compliance,12 Month,25-Apr-22,Action Needed,30-Jul-22,Compliance,3Month,27-Jan-23,27-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-FC|G5345,,(No Record),Non Compliance,12 Month,27-Dec-22,Compliance,30-Mar-22,Critical,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-FC|G5373,,(No Record),Non Compliance,12 Month,27-Dec-22,Compliance,30-Mar-22,Critical,3Month,27-Dec-22,27-Mar-23,12Month,29-Mar-22,29-Mar-23,Non Compliance,PTMN-KMB-01,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|1412,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA TANJUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|1480,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,27-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|1540,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|2262,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,27-Mar-23,27-Jun-23,12Month,23-Dec-22,23-Dec-23,Compliance,ELNUSA DURI,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|2471,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|2684,,(No Record),Non Compliance,12 Month,29-Aug-22,Compliance,28-Nov-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|3631,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|3667,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,20-Jan-23,20-Jan-24,Action Needed,ELNUSA SEMBAKUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-GB|4319,,(No Record),Non Compliance,12 Month,22-Apr-22,Action Needed,30-Jul-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,NSR-LB|G4029,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1002-50887,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1080-50555,,9-Aug-21,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,28-Nov-22,28-Nov-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1099-50943,,15-May-22,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,28-Nov-22,28-Nov-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1138-50892,,8-Mar-20,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,28-Nov-22,28-Nov-23,Compliance,PRABU BASE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1219-52279,12 Month,24-Feb-23,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,1-Sep-22,1-Sep-23,Action Needed,JIB_IN,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1227-51270,,19-Feb-22,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,27-Feb-23,27-Feb-24,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1284-51445,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,29-Sep-22,29-Sep-23,Non Compliance,EMP-MALACA,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1340-52456,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2-Mar-23,2-Jun-23,12Month,2-Mar-23,2-Mar-24,Compliance,SHOP,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1420-7097,,14-May-14,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,27-Sep-22,27-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1430-50599,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1500-50106,,6-Feb-19,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1539-51467,,20-Apr-22,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,3-Mar-23,3-Jun-23,12Month,3-Mar-23,3-Mar-24,Compliance,SHOP,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1547-52290,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,10-Oct-22,10-Oct-23,Action Needed,JIB_IN,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1670-7490,,1-May-19,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,28-Nov-22,28-Nov-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-AA|1708-51633,,3-Aug-19,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,25-Jun-22,25-Jun-23,Non Compliance,JIB_LAB,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-BA|1058-51342,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,29-Dec-22,29-Mar-23,12Month,29-Dec-22,29-Dec-23,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-BA|5194-51836,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,22-Apr-22,22-Apr-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-BA|5249-51841,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,24-Feb-23,24-Feb-24,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-GC|7082-51079,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,25-May-22,25-May-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-HB|3090-52472,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,1-Feb-23,1-May-23,12Month,1-Feb-23,1-Feb-24,Compliance,TIARA BUMI,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,PNG-HB|3107-51505,,29-Aug-21,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,28-Nov-22,28-Nov-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|100792,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,PTMN-PHR,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|101443,12 Month,26-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,PREMIER RIGLESS WORKOVER,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|111203,12 Month,27-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|114386,12 Month,26-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,IDDU SHOP,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|135151,12 Month,28-Jun-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|141017,12 Month,28-Nov-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|141032,12 Month,29-Aug-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Exxon-A,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|141042,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|141064,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|173752,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|240864,12 Month,28-Nov-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|240913,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|275425,12 Month,26-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|284166,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,STAR-WW,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|571,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|585V,12 Month,28-Oct-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,SM|662,12 Month,26-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,STB-A3916-CS-1|P3-082,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,27-Feb-23,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,PRABU BASE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,STB-A3916-CS-1|P3-082,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,,(No Record),(Not Applicable),Compliance,PRABU BASE,Shop,IDCKR-WLES
