Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-BA|5300-52388,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Feb-23,31-May-23,12Month,28-Feb-23,29-Feb-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-HB|3146-52154,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Feb-23,31-May-23,12Month,28-Feb-23,29-Feb-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,PNG-HB|3148-52210,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Feb-23,31-May-23,12Month,28-Feb-23,29-Feb-24,Compliance,JPOP_R/A,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|202D0687,12 Month,20-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05215,12 Month,4-Jul-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_JPOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05231,12 Month,20-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,RPE,,SM|R05833,12 Month,4-Jul-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_JPOP,Shop,JPNKG-WLES
ASIA-ASIA,CHG,Japan,Nagaoka OFS Base - 1644,WCM,GSR-D,63/14,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,3-Mar-23,3-Jun-23,12Month,25-May-22,25-May-23,Compliance,,Shop,ASIA-CHG-JAPTLM
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-J|4797,,(No Record),Non Compliance,12 Month,7-Nov-22,Compliance,21-Nov-22,Compliance,3Month,23-Feb-23,23-May-23,12Month,7-Nov-22,7-Nov-23,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-J|A5629,,(No Record),Non Compliance,12 Month,20-May-22,Compliance,14-Jun-22,Compliance,3Month,23-Feb-23,23-May-23,12Month,7-Nov-22,7-Nov-23,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,GSR-Y|079-61,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,21-Feb-23,21-May-23,12Month,7-Nov-22,7-Nov-23,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,NSR-F|2064,,15-Nov-05,Non Compliance,12 Month,7-Nov-22,Compliance,21-Nov-22,Compliance,3Month,23-Feb-23,23-May-23,12Month,7-Nov-22,7-Nov-23,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,NSR-GB|4262,,(No Record),Non Compliance,12 Month,7-Nov-22,Compliance,21-Nov-22,Compliance,3Month,23-Feb-23,23-May-23,12Month,23-Feb-23,23-Feb-24,Compliance,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,PNG-AA|1372-50694,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,12-Jan-23,12-Apr-23,12Month,17-Oct-22,17-Oct-23,Critical,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,PNG-AA|1377-7266,,8-Sep-15,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,12-Jan-23,12-Apr-23,12Month,17-Oct-22,17-Oct-23,Critical,CPC_Basket,Shop Contract-Rental,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,SM|178560,12 Month,28-Mar-22,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,CHG,"Taiwan, Province Of China",Taiwan Miaoli base - 1548,RPE,,SM|R04174,12 Month,13-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP_PATW,Shop,TWZMI-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,GSS,XRD-BTX,8610/0071,,(No Record),Non Compliance,12 Month,12-Dec-22,Compliance,12-Dec-22,Compliance,3Month,13-Dec-22,13-Mar-23,12Month,13-Dec-22,13-Dec-23,Non Compliance,,Shop,Jakarta (TLM)
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GCJ001|184,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-AMNCK|2295-CW,,(No Record),Non Compliance,12 Month,29-Oct-22,Compliance,"27-Jan-2023
(Due by Date)",Non Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-AMNCK|77430B,,(No Record),Non Compliance,12 Month,29-Oct-22,Compliance,29-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-E|2139,,(No Record),Non Compliance,12 Month,25-May-22,Compliance,31-Aug-22,Compliance,3Month,27-Feb-23,27-May-23,12Month,27-Feb-23,27-Feb-24,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|3811,,19-Jul-06,Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,29-Mar-22,29-Mar-23,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|3837,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,27-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,ELNUSA KARANGAMPEL,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4785,,(No Record),Non Compliance,12 Month,30-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4789,,(No Record),Non Compliance,12 Month,29-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|4815,,(No Record),Non Compliance,12 Month,28-Nov-22,Compliance,28-Nov-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,24-Feb-23,24-Feb-24,Compliance,PTMN-LBK,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|6737,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|6935,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA PENDOPO,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|869,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,(No Record),28-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,ELNUSA TANJUNG,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5297,,28-Feb-10,Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5335,,(No Record),Non Compliance,12 Month,27-May-22,Compliance,31-Aug-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,30-Jul-22,30-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5341,,9-Sep-13,Non Compliance,12 Month,25-May-22,Compliance,31-Aug-22,Compliance,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5345,,23-Sep-11,Non Compliance,12 Month,29-Oct-22,Compliance,29-Oct-22,Compliance,3Month,27-Jan-23,27-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5346,,19-Mar-08,Non Compliance,12 Month,22-Apr-22,Action Needed,30-Jul-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5378,,(No Record),Non Compliance,12 Month,22-Apr-22,Action Needed,30-Jul-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5513,,18-Jun-15,Non Compliance,12 Month,30-Jun-22,Compliance,27-Sep-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,18-Jul-22,18-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5565,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,27-Sep-22,Compliance,3Month,26-Dec-22,26-Mar-23,12Month,26-Dec-22,26-Dec-23,Non Compliance,PRABU_RA_PIT,,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5567,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,27-Sep-22,Compliance,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5609,,(No Record),Non Compliance,12 Month,28-Jun-22,Compliance,28-Sep-22,Compliance,3Month,27-Dec-22,27-Mar-23,12Month,29-Mar-22,29-Mar-23,Non Compliance,PTMN-KMB-01,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5648,,(No Record),Non Compliance,12 Month,29-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,30-Jul-22,30-Jul-23,Action Needed,EMP-MALACA,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-J|A5649,,(No Record),Non Compliance,12 Month,29-Jul-22,Compliance,31-Oct-22,Compliance,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|00/02,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,2-Sep-22,2-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|04/00,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|108,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|1126,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|120-INO,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,30-Sep-22,30-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|1303,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,28-Sep-22,28-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|15/02,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|445,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,26-Oct-22,26-Oct-23,Action Needed,Prabu - Beringin,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|562,,13-Jul-07,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,MEDCO SOEHANAH,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|608,,12-Jan-10,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,27-Jul-22,27-Jul-23,Action Needed,PRABU BASE,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|71394301,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Dec-22,28-Mar-23,12Month,2-Sep-22,2-Sep-23,Critical,EMP-MALACA,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|97100710,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,28-Sep-22,28-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|97100718,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,11-Nov-22,11-Nov-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|9710074,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-U|9710075,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,2-Sep-22,2-Sep-23,Non Compliance,JIB_IN,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|00114,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|074-08,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,28-Jun-22,28-Jun-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|074-09,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|074-11,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,31-Aug-22,31-Aug-23,Non Compliance,PTMN-KMB-01,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|074-12,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|074-13,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Dec-22,28-Mar-23,12Month,28-Sep-22,28-Sep-23,Critical,TIARA BUMI,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|079-11,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,28-Dec-22,28-Mar-23,12Month,26-Sep-22,26-Sep-23,Critical,PREMIER RIGLESS,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|079-50,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,28-Sep-22,28-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|079-85,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,27-Dec-22,27-Dec-23,Non Compliance,Opcheck Room,,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|079-86,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,27-Sep-22,27-Sep-23,Non Compliance,SAKA-PANGKAH,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|104,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,21-Apr-22,21-Apr-23,Action Needed,PEP-TJA,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|105,,9-Sep-13,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|1126,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Dec-22,26-Mar-23,12Month,29-Sep-22,29-Sep-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|120-INO,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,29-Dec-22,29-Mar-23,12Month,27-Sep-22,27-Sep-23,Critical,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|15-37,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,PTMN-JAS,Job,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|15-37,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,PTMN-JAS,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|2768,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Oct-22,29-Oct-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|562,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Dec-22,27-Mar-23,12Month,28-Jun-22,28-Jun-23,Non Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|57/33,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,20-Jan-23,20-Apr-23,12Month,29-Jul-22,29-Jul-23,Action Needed,JIB_RA_PIT,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|57121,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,24-Feb-23,24-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,EMP-MALACA,Shop,IDCKR-WLES
ASIA-ASIA,ING,Indonesia,JOP - Cikarang Integrated Base (CIB) OFS Base - 7559,RPE,,GSR-Y|57-14,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,27-Feb-23,27-May-23,12Month,29-Aug-22,29-Aug-23,Compliance,JIB_RA_PIT,Shop,IDCKR-WLES
